Variable,Transition,Shifting,Seasonality,Trend,Stationarity,Correlation
channel_45,0.017420815975666207,-0.07730213089802129,0.9142270601355806,0.5068939594470354,0.0,0.7531881021443212
channel_46,0.01747454208821001,-0.0663527397260274,0.9130484416623903,0.5179323403574144,0.0,0.7531881021443212
channel_47,0.022284133186872383,-0.048972602739726034,0.9185720619582103,0.4716781794781213,0.0,0.7531881021443212
channel_48,0.022091587544085585,-0.04463470319634699,0.9212789910445889,0.472970994849816,0.0,0.7531881021443212
channel_49,0.02148514768145586,-0.07390601217656012,0.9298525306282993,0.4695595480596979,0.0,0.7531881021443212
channel_50,0.022162345437404786,-0.04920091324200915,0.9161556301921729,0.47337901341691435,0.0,0.7531881021443212
channel_51,0.02169255511224464,-0.04355974124809742,0.9232516945287147,0.49044211822297645,0.0,0.7531881021443212
channel_52,0.021557746858244325,-0.054509132420091366,0.9119991976832155,0.4927847755458854,0.0,0.7531881021443212
channel_53,0.021920348181443228,-0.07415334855403344,0.9316360608871316,0.4753905804927554,0.0,0.7531881021443212
channel_54,0.022035954479263993,-0.04935312024353122,0.9249329052083514,0.4965310205995379,0.0,0.7531881021443212
channel_55,0.02208843105813826,-0.07745433789954337,0.9360192429346027,0.4701026108425743,0.0,0.7531881021443212
channel_56,0.02225993346127623,-0.05507039573820394,0.9226787046551166,0.49271694660115084,0.0,0.7531881021443212
channel_57,0.022632267282812722,-0.050095129375951286,0.9203799995479749,0.48462027065328395,0.0,0.7531881021443212
channel_58,0.022756816957484247,-0.0495243531202435,0.9175808297041358,0.48829252297095205,0.0,0.7531881021443212
channel_59,0.022258618258798185,-0.060121765601217625,0.9202338883670983,0.4711180574724154,0.0,0.7531881021443212
channel_60,0.022302546021565117,-0.05538432267884319,0.9212500129473317,0.4880938269020306,0.0,0.7531881021443212
channel_61,0.02256295611221939,-0.054851598173516036,0.9179935672550594,0.47635062540245643,0.0,0.7531881021443212
channel_62,0.021060600321540703,-0.05527016742770163,0.9294882146614909,0.4796440055811694,0.0,0.7531881021443212
channel_63,0.02248167659907578,-0.04965753424657532,0.9100075169171565,0.48635457481455746,0.0,0.7531881021443212
channel_64,0.0227355106773398,-0.0488108828006088,0.923315644096709,0.49184166188351086,0.0,0.7531881021443212
channel_65,0.02219154293241753,-0.09378805175038052,0.9316429604857237,0.4852717241482659,0.0,0.7531881021443212
channel_66,0.022242835829061558,-0.04673706240487058,0.9172796369206451,0.4803541789038078,0.0,0.7531881021443212
channel_67,0.022533232536215416,-0.05987442922374431,0.9271703690342075,0.5005459553676751,0.0,0.7531881021443212
channel_68,0.02223270876998056,-0.08755707762557075,0.9304341579237624,0.47860667807660817,0.0,0.7531881021443212
channel_69,0.018502223832520606,-0.06597222222222221,0.8891037743132373,0.5172968688425693,0.0,0.7531881021443212
channel_70,0.02499439945047853,-0.0602739726027397,0.9230527941602835,0.42722859791101175,0.0,0.7531881021443212
channel_71,0.020924739905557942,-0.08717656012176556,0.9221015746410548,0.4114708981179468,0.0,0.7531881021443212
channel_72,0.022070281263941154,-0.04671803652968037,0.9265388814634471,0.47975500400086935,0.0,0.7531881021443212
channel_73,0.02191048416285784,-0.09356925418569256,0.9283869867677742,0.4721932752351,0.0,0.7531881021443212
channel_74,0.017314686239502747,-0.06512557077625569,0.9134056484631814,0.5176421019708255,0.0,0.7531881021443212
channel_75,0.02143424934555525,-0.049790715372907135,0.9229483296517235,0.49639634853240644,0.0,0.7531881021443212
channel_76,0.022728803144701736,-0.060312024353120275,0.9203337899680382,0.48316923099695896,0.0,0.7531881021443212
channel_77,0.02247076041850795,-0.055251141552511374,0.9045619624604151,0.4138246006512717,0.0,0.7531881021443212
channel_78,0.02192547747110763,-0.049705098934550995,0.9163698057079629,0.49264688048649885,0.0,0.7531881021443212
channel_79,0.02117844246357415,-0.0549847792998478,0.9330119925754411,0.48842381062834217,0.0,0.7531881021443212
channel_80,0.021065335050461688,-0.09855403348554032,0.9305089504969082,0.47371156296016637,0.0,0.7531881021443212
channel_81,0.020862662348593894,-0.0440258751902588,0.9130473159088303,0.4305942821799602,0.0,0.7531881021443212
channel_82,0.020926467045799688,-0.038346651445966495,0.9059215548890988,0.4897013345133563,0.0,0.7531881021443212
channel_83,0.020573580843918082,-0.07676940639269403,0.9378329643008614,0.4721116931881981,0.0,0.7531881021443212
channel_84,0.023194779382675522,-0.04351217656012174,0.9189742678259066,0.48423040525536376,0.0,0.7531881021443212
channel_85,0.021350207907207736,-0.04956240487062402,0.9116713032623305,0.4924029332541445,0.0,0.7531881021443212
channel_86,0.023005784786579466,-0.05992199391171993,0.9230226472909027,0.482738893203534,0.0,0.7531881021443212
channel_87,0.022287026632324097,-0.05477549467275494,0.9231871308986734,0.4944853003989277,0.0,0.7531881021443212
channel_88,0.021796850668754152,-0.05470890410958906,0.9257567312620786,0.4923300479977918,0.0,0.7531881021443212
channel_89,0.0226367389712381,-0.049619482496194856,0.9156879461926363,0.5003259072304728,0.0,0.7531881021443212
channel_90,0.022126308889506157,-0.048896499238965,0.9227411068280827,0.4870675154621561,0.0,0.7531881021443212
channel_91,0.022212586172066364,-0.05532724505327247,0.9253587774352338,0.469762408468403,0.0,0.7531881021443212
channel_92,0.020843854953157753,-0.06019786910197866,0.9223545150434733,0.47865633326849255,0.0,0.7531881021443212
channel_93,0.02335931121267981,-0.0547945205479452,0.9231827715133046,0.4974534390312366,0.0,0.7531881021443212
channel_94,0.021936393651675462,-0.054851598173516036,0.9220079387717517,0.4741930292528935,0.0,0.7531881021443212
channel_95,0.021839726269538652,-0.04963850837138506,0.9161320707791687,0.48786993303288295,0.0,0.7531881021443212
channel_96,0.021297862848581265,-0.08724315068493149,0.9290030484550632,0.4723506405578164,0.0,0.7531881021443212
channel_97,0.018265384492722025,-0.06672374429223749,0.903263910638225,0.5206326290536725,0.0,0.7531881021443212
channel_98,0.021581815063592667,-0.04660388127853882,0.921453892108445,0.47899015184033755,0.0,0.7531881021443212
channel_99,0.023072991633207914,-0.0442351598173516,0.9112266497390636,0.49393970534612197,0.0,0.7531881021443212
channel_100,0.02151750166241593,-0.06567732115677316,0.9331998425120269,0.47710541375195314,0.0,0.7531881021443212
channel_101,0.022469839776773314,-0.04414954337899546,0.9204184549046955,0.4831441165315894,0.0,0.7531881021443212
channel_102,0.022648707313788367,-0.05497526636225264,0.9164461494742331,0.4672342630480786,0.0,0.7531881021443212
channel_103,0.022565060436184274,-0.050009512937595146,0.9158561330824516,0.48641440559750504,0.0,0.7531881021443212
channel_104,0.021331268991523787,-0.04920091324200915,0.9088309909406183,0.4887652155833093,0.0,0.7531881021443212
channel_105,0.020951701556358008,-0.049058219178082174,0.9079536838476401,0.4316185919674802,0.0,0.7531881021443212
channel_106,0.022655150057637442,-0.05513698630136987,0.9248169157815331,0.40788338248135103,0.0,0.7531881021443212
channel_107,0.023975746614142743,-0.038156392694063956,0.9132765308003188,0.486107755450106,0.0,0.7531881021443212
channel_108,0.022590312323762865,-0.05447108066971079,0.9247862590199947,0.49623478928144693,0.0,0.7531881021443212
channel_109,0.022317802370310516,-0.038603500761035026,0.9198932581282451,0.4782414751798638,0.0,0.7531881021443212
channel_110,0.022774966751681357,-0.05525114155251143,0.9238698781556626,0.4986280453829901,0.0,0.7531881021443212
channel_111,0.023391665193639895,-0.06105403348554028,0.9129909351407896,0.4988540246132408,0.0,0.7531881021443212
channel_112,0.022055287955691352,-0.06556316590563166,0.9294342310330658,0.4793653685045447,0.0,0.7531881021443212
channel_113,0.027689463004970515,-0.08170662100456622,0.922725044456787,0.4041652788856508,0.0,0.7531881021443212
channel_114,0.023300258621415285,-0.04379756468797563,0.9174999701015144,0.49472017074425534,0.0,0.7531881021443212
channel_115,0.021577080334671685,-0.09836377473363778,0.9315437034481102,0.47744814980612216,0.0,0.7531881021443212
channel_116,0.024477627879767344,-0.03837519025875191,0.9175650282359924,0.4347210405645099,0.0,0.7531881021443212
channel_117,0.022033192554060083,-0.06601978691019783,0.9286663130434856,0.4775631805534005,0.0,0.7531881021443212
channel_118,0.022756027835997412,-0.07197488584474887,0.9299065677580765,0.4702230254177945,0.0,0.7531881021443212
channel_119,0.021748977298553067,-0.04916286149162863,0.9207914902910598,0.4856598918434847,0.0,0.7531881021443212
channel_120,0.02250798064863682,-0.05494672754946728,0.9251352816907381,0.47802595900034484,0.0,0.7531881021443212
channel_121,0.02118870104290296,-0.04960045662100454,0.9229443204287803,0.48873453328435645,0.0,0.7531881021443212
channel_122,0.017691323576389053,-0.05998858447488581,0.8908725159658919,0.5026071613826618,0.0,0.7531881021443212
channel_123,0.021613248402818114,-0.06101598173515976,0.9328934752028809,0.486958038497627,0.0,0.7531881021443212
channel_124,0.023449271062178558,-0.05553652968036532,0.9213381855588649,0.48906722096392874,0.0,0.7531881021443212
channel_125,0.021143063516914556,-0.05752473363774735,0.9216614051280966,0.42396974741974436,0.0,0.7531881021443212
channel_126,0.022370147428936983,-0.09350266362252663,0.9159554559660669,0.42157174383180585,0.0,0.7531881021443212
channel_127,0.02484062376370967,-0.038165905631659,0.9042938886355064,0.4277040520824361,0.0,0.7531881021443212
channel_128,0.02119856506148834,-0.09035388127853883,0.9304889791323601,0.4736800147807805,0.0,0.7531881021443212
channel_129,0.022254935691859636,-0.049961948249619526,0.9216733186573802,0.48378785468500574,0.0,0.7531881021443212
channel_130,0.02612268313931467,-0.07161339421613394,0.918948139265192,0.4191332731216517,0.0,0.7531881021443212
channel_131,0.026369439445572795,-0.08765220700152204,0.9194684063473832,0.426454644365064,0.0,0.7531881021443212
channel_132,0.02230175690007829,-0.032857686453576895,0.9162458391262234,0.5001011983693036,0.0,0.7531881021443212
channel_133,0.021926792673585688,-0.03759512937595133,0.911570366077139,0.4909377716017749,0.0,0.7531881021443212
channel_134,0.021207508438339094,-0.08249619482496195,0.9316793367546807,0.47610931821836233,0.0,0.7531881021443212
channel_135,0.021956384729341853,-0.04425418569254186,0.9205288209722667,0.4857675271460622,0.0,0.7531881021443212
channel_136,0.017964524234609536,-0.06844558599695583,0.9106292647689448,0.5093417030479939,0.0,0.7531881021443212
channel_137,0.02162127113793423,-0.04461567732115679,0.9048002919839675,0.4208395679711845,0.0,0.7531881021443212
