Variable,Transition,Shifting,Seasonality,Trend,Stationarity,Correlation
717490,0.01859504132231405,-0.026318860877684425,0.5845155598619086,0.7402344793333231,3.292597100100287e-19,0.7788348192189319
717491,0.02203856749311295,0.11569211017740422,0.42910738825081673,0.33012134000636784,4.237950007814379e-15,0.7788348192189319
717492,0.0005059875189745315,-0.007644724556489235,0.5082753138879863,0.030706328790845783,2.0971289758126136e-30,0.7788348192189319
717493,0.004607073496315788,0.00749883286648001,0.5925251353069347,0.4976026398503076,3.4269774539027024e-28,0.7788348192189319
765176,0.0025000000000000005,0.013174019607843146,0.538308554787202,0.5216346254250823,2.914145865842038e-30,0.7788348192189319
717498,0.003333333333333335,-0.01903886554621853,0.5353338313578155,0.032552586647350834,2.1325087883354597e-30,0.7788348192189319
717499,0.003183391003460209,0.11184056956115773,0.5511418236784938,0.4900173059205567,0.0,0.7788348192189319
765171,0.008865966998483552,-0.18443627450980393,0.664384680959907,0.4815841749395846,0.0,0.7788348192189319
718064,0.00024691358024691337,0.0058794351073763185,0.565983471924616,0.5559231758566381,2.4625433128929787e-26,0.7788348192189319
718066,0.002862553397630688,0.012882236227824473,0.5443129142695797,0.5493071372223868,6.666246871944959e-27,0.7788348192189319
765164,0.002057613168724281,0.03873424369747902,0.4984906297570405,0.0533147443553319,1.5648543828233977e-27,0.7788348192189319
769431,0.002459490740740742,-0.057685574229691894,0.5633027168148574,0.639283727361891,1.1749461553334338e-29,0.7788348192189319
769430,0.006172839506172839,-0.04099556489262368,0.5640166741123531,0.6432143683061309,4.186970858020698e-30,0.7788348192189319
717610,0.009258090308462736,-0.00666725023342668,0.4785082657799026,0.05815652597075138,9.310569458651742e-29,0.7788348192189319
767053,0.0011932276269819946,-0.0007440476190476164,0.6682285678583673,0.5050263277193485,2.2940627592049133e-30,0.7788348192189319
767621,0.004013840830449828,0.025910364145658282,0.43838568670652467,0.058623764849733306,1.3397313602242843e-25,0.7788348192189319
772596,0.0005193905817174516,-0.001313025210084029,0.5239401149165313,0.05522975025910426,1.540229599009714e-25,0.7788348192189319
772597,0.003968253968253968,-0.0037348272642390157,0.5128807289247751,0.5040706329246136,0.0,0.7788348192189319
767350,0.00448798517013596,0.00834500466853405,0.6574855032218825,0.5114853195969549,0.0,0.7788348192189319
767351,0.0036625514403292167,0.00011671335200746924,0.5055811373200741,0.03289781843691986,1.7033960490088636e-29,0.7788348192189319
716571,0.0027304355485092712,0.007309173669467817,0.4975926551151798,0.040890457142802816,2.4491413548571737e-26,0.7788348192189319
773023,0.0027677746999076646,0.011671335200746924,0.6882215022517901,0.45793910870702703,2.88525078078568e-29,0.7788348192189319
767585,0.0017577068685776095,0.023736577964519112,0.43653431161179534,0.0728212293272904,1.661488559779421e-25,0.7788348192189319
773024,0.0005395614136509037,0.03848622782446309,0.5567176911178684,0.5260169378098509,4.104581036289834e-29,0.7788348192189319
717483,0.0018084490740740743,0.03356967787114851,0.5164910167871837,0.5829872670060665,8.37117790452452e-30,0.7788348192189319
718379,0.003333333333333334,-0.008549253034547122,0.478732815393509,0.5002066430696802,0.0,0.7788348192189319
717481,0.0018095358330177166,0.01292600373482733,0.4971270709432569,0.3755952666595729,4.689356316544654e-30,0.7788348192189319
717480,0.002875535078260302,0.018849206349206393,0.5833220468340721,0.5096979871975795,0.0,0.7788348192189319
717486,0.0012284356139507563,0.01995798319327724,0.5185147633608329,0.5171845225539075,0.0,0.7788348192189319
764120,0.0026986001011975033,0.018936741363211995,0.49184518433384083,0.05030218530404906,3.0799129715030416e-24,0.7788348192189319
772151,0.0008053333333333334,0.0056897759103642365,0.5582654384364767,0.46098577167539523,0.0,0.7788348192189319
718371,0.00650307371843723,-0.0007148692810457491,0.5161195912016847,0.06554382205238263,2.558979081831831e-30,0.7788348192189319
717489,0.00232356647763075,0.018469887955182118,0.574747734847187,0.5505547510456751,1.1695489915759026e-26,0.7788348192189319
717488,0.005002704164413196,0.007192460317460347,0.5279862300360099,0.5139503991799317,0.0,0.7788348192189319
717818,0.0010633270321361058,0.021125116713352043,0.5005608291560556,0.03242476162983465,0.0,0.7788348192189319
718076,0.018518518518518517,0.1040207749766573,0.4936675196723125,0.5927290920267059,2.812647442156712e-29,0.7788348192189319
718072,0.00013840830449826988,0.005835667600373462,0.5096777714449016,0.02739643599543018,0.0,0.7788348192189319
767455,0.002192612582222971,0.02331349206349209,0.36149304788715386,0.22420544943144016,1.4714394986201093e-25,0.7788348192189319
767454,0.003767598651596272,0.03297152194211028,0.3856318965854181,0.19213091646568914,7.576005639145456e-26,0.7788348192189319
761599,0.009794918885827977,0.05753968253968256,0.5094097269629222,0.10005650798922228,1.0659791363767518e-26,0.7788348192189319
717099,0.0014792899408284021,-0.0072945845004668275,0.4154993279377682,0.07406632846485506,1.7373864821196106e-20,0.7788348192189319
773916,0.002908211613240532,-0.004055788982259556,0.5596850640537215,0.5045420849279029,0.0,0.7788348192189319
716968,0.001953125,0.059509220354808545,0.5843280874187545,0.1508230048257948,2.0916963043422927e-24,0.7788348192189319
769467,0.003140740740740741,-0.00347222222222221,0.5199007222529833,0.037682151778128836,0.0,0.7788348192189319
717576,0.0029296875,0.008315826330532294,0.42069104804138513,0.18769554201078487,8.785808526976113e-16,0.7788348192189319
717573,0.002123974773714995,-0.006214985994397737,0.4960137622501576,0.03551265802083492,2.401481150640963e-25,0.7788348192189319
717572,0.0004628711234543412,-0.0015756302521008347,0.5021771360466465,0.04925937948419312,1.3768479682037799e-27,0.7788348192189319
717571,0.006696296296296296,-0.013699229691876702,0.5149371510441334,0.04603603090456432,2.0178521215622336e-29,0.7788348192189319
717570,0.0024888888888888886,0.013276143790849737,0.48775674127013746,0.05101257230764289,9.961329551050387e-26,0.7788348192189319
764760,0.002516093193477763,0.03171685340802988,0.5710798164841642,0.5265626300711324,3.230640901655776e-30,0.7788348192189319
718089,0.0009895833333333336,-0.006959033613445353,0.48944035917930573,0.07540821201563552,1.829658478758785e-25,0.7788348192189319
769847,0.002240425680879367,0.005339635854341829,0.4891533840882455,0.06611277723100362,3.136563548063306e-29,0.7788348192189319
717608,0.004213925645872716,0.05587651727357601,0.6090551166713012,0.534385021995037,3.9844335206821893e-28,0.7788348192189319
767523,0.0034856917973801085,-0.0020424836601307117,0.48996071630237303,0.052109714912373706,2.253758640078658e-24,0.7788348192189319
716942,0.006692430954849653,0.002436391223155976,0.5271670167123784,0.537946831016641,0.0,0.7788348192189319
718090,0.0005196523053665913,-0.018338585434173715,0.4783702463976154,0.5134392055577319,3.0832890251915864e-26,0.7788348192189319
769867,0.0034838147771810144,0.10994397759103647,0.4865965015436713,0.0731012737318214,6.318879467661976e-28,0.7788348192189319
717472,4.578240041287395e-05,0.025355975723622803,0.5526110526159536,0.3940810974042609,0.0,0.7788348192189319
717473,0.004789935364727609,0.06197478991596628,0.5238009558266161,0.5443929142398454,0.0,0.7788348192189319
759591,0.0044303378959201205,0.007790616246498683,0.5690689565397291,0.16557904422888625,3.742720732485251e-24,0.7788348192189319
764781,0.004156378600823045,-0.002917833800186731,0.518854706462518,0.48502644199023326,2.758498863365998e-30,0.7788348192189319
765099,0.012895454706486696,-0.006302521008403339,0.5748428195762854,0.046703735778586886,0.0,0.7788348192189319
762329,0.002077562326869807,0.013392857142857206,0.5020531431995141,0.03588512760513218,2.8344933378841013e-27,0.7788348192189319
716953,0.005715592135345221,-0.01952030812324934,0.4714535697611566,0.6399606847600713,8.483315946123929e-24,0.7788348192189319
716951,0.001292385130768969,0.006419234360410919,0.5243154221255917,0.5097209967189082,0.0,0.7788348192189319
767509,0.0011244167088322926,0.018148926237161467,0.4860897363092417,0.0454480092363283,4.279030681249362e-23,0.7788348192189319
765182,0.005059875189745319,0.04299428104575165,0.4944245589484477,0.05672159528012366,5.042806011129384e-26,0.7788348192189319
769358,0.005545495699411499,-0.008636788048552724,0.5563598252693692,0.036266258196027135,2.6220869165227698e-30,0.7788348192189319
772513,0.005600194789383979,0.009132819794584579,0.49781682295515794,0.6198777521111605,1.850500000431579e-25,0.7788348192189319
716958,0.0012755102040816332,-0.0004960317460317443,0.5325913714368598,0.509406688726163,0.0,0.7788348192189319
718496,0.005333333333333334,-0.09389589169000934,0.5764516392689301,0.16085363166717104,9.112219475981491e-29,0.7788348192189319
769346,0.0057104159134082864,0.009482959850606987,0.5605303708920388,0.5041296842807055,5.090053615529226e-28,0.7788348192189319
773904,0.003230962826922423,-0.0027719421101773944,0.5227887743242203,0.5045259672746408,0.0,0.7788348192189319
718499,0.0024888888888888886,0.011525443510737698,0.503922760589194,0.04000333381713339,1.096049585753599e-27,0.7788348192189319
764853,0.003579586882631404,0.00943919234360413,0.7164042349171563,0.4387876881695104,9.812353081657392e-30,0.7788348192189319
761003,0.001829885958892919,0.002363445378151363,0.5485365791138685,0.5170899733615734,0.0,0.7788348192189319
717502,0.001811384745828034,-0.005485527544351054,0.6021779188369805,0.5272214689236094,3.5394987585629074e-30,0.7788348192189319
759602,0.0004761904761904756,0.03364262371615312,0.5062261015512182,0.08471398532935814,6.732968922185929e-25,0.7788348192189319
717504,0.0023068050749711654,-0.0012838468720821616,0.5827473456531082,0.5219498049254536,0.0,0.7788348192189319
763995,0.006151480199923106,-0.0326797385620915,0.6507608329464463,0.5275672157331938,0.0,0.7788348192189319
717508,0.0026344077881572774,-0.0056022408963585235,0.5747311741128882,0.4915997276464078,0.0,0.7788348192189319
765265,0.003583805923125393,0.0060690943043884005,0.5806662364528663,0.5211990319383566,0.0,0.7788348192189319
773996,0.0023878473809886705,0.051178804855275484,0.38514403180443857,0.24175842908715095,3.3668777252002316e-22,0.7788348192189319
773995,0.0011806375442739072,0.034897292250233525,0.3710455869584932,0.24529948423418535,1.5363366540790881e-19,0.7788348192189319
717469,0.0030130853994490363,0.014063958916900043,0.546262589240775,0.5298159960303748,0.0,0.7788348192189319
717468,0.00023456558453743663,0.022934173669467706,0.5619132405154396,0.4019046258329214,0.0,0.7788348192189319
764106,0.007030827474310438,0.13737161531279174,0.5182405210113823,0.05577948754870532,2.237863655114695e-25,0.7788348192189319
717465,0.0024810964083175793,0.022846638655462215,0.5526430266508293,0.5069759408995885,4.2493881067216715e-29,0.7788348192189319
764794,0.0035370540421045477,0.11468545751633985,0.5814590094029671,0.04688302255536858,0.0,0.7788348192189319
717466,0.00015246762994933384,0.017215219421101713,0.5826089514736301,0.4272974455854267,0.0,0.7788348192189319
717461,0.0015078366938482968,-0.001692343604108304,0.6609949812408442,0.48940423346126427,2.288618354419003e-30,0.7788348192189319
717460,0.005601064202198415,0.008169934640522958,0.4329916857080932,0.2942391485923316,3.1309870102382074e-23,0.7788348192189319
717463,0.004321889457024592,0.01832399626517267,0.5339038681184687,0.508561737414718,6.802007544529091e-28,0.7788348192189319
717462,0.0011816406250000004,0.016544117647058876,0.6397972167638928,0.4186263104756903,0.0,0.7788348192189319
769345,0.014950224961915897,-0.007746848739495771,0.5494458897993453,0.03228824694443133,0.0,0.7788348192189319
716943,0.003962810547172686,0.008228291316526581,0.4999507884211104,0.13658559367669132,3.550933256923705e-27,0.7788348192189319
772669,0.020300204985783242,0.014910130718954306,0.4354254456723742,0.2605202276885584,7.007621439982391e-30,0.7788348192189319
717582,0.0013699924414210132,0.02179621848739499,0.5003485838951125,0.045989720059975814,1.676493166592927e-27,0.7788348192189319
717583,0.002,-0.01963702147525681,0.4158998337835059,0.09065431542568858,8.730533704044528e-20,0.7788348192189319
717580,0.013600000000000001,-0.03305905695611577,0.41619466101941227,0.09261596506437364,3.3139813108498685e-19,0.7788348192189319
716949,0.0006746500252993753,0.005339635854341829,0.5008408624052264,0.07643121042050038,2.95124087876286e-30,0.7788348192189319
717587,0.0022546576480360738,-0.044482376283846825,0.4100058157888953,0.06601396393102543,6.469320808145062e-21,0.7788348192189319
772178,0.002273865957528807,-0.06524276377217553,0.5298419014993256,0.5030040458106838,2.5248101935094832e-30,0.7788348192189319
717585,0.010798623472172779,-0.024042950513538774,0.38825185586045385,0.06464797723889804,1.4785499040456506e-19,0.7788348192189319
716939,0.00217013888888889,-0.06242705415499533,0.4681853194793659,0.2956983200974589,1.490785752304711e-19,0.7788348192189319
768469,0.0008842635105261371,-0.012780112044817882,0.5277125910029579,0.04389080145042756,0.0,0.7788348192189319
764101,0.0031311302248377844,0.0024072128851541086,0.6248008007454098,0.5098490205309085,3.2227356526785485e-30,0.7788348192189319
767554,0.0059031877213695395,0.039026027077497694,0.48432389940792375,0.04421689448411459,1.582417625866606e-27,0.7788348192189319
773975,0.007354560267758841,0.008403361344537785,0.5023701368543462,0.045191630777263514,2.810764922822184e-25,0.7788348192189319
773974,0.003654354303704952,0.1314484126984128,0.4999481199386915,0.05907967739091313,1.8222147599606072e-26,0.7788348192189319
717510,0.004451486343745284,-0.07796451914098967,0.5640588406039215,0.5831346344804333,6.467493207189577e-29,0.7788348192189319
717513,0.004869734599464329,-0.10171568627450978,0.5635282873061694,0.5682425220786745,3.0264454642031817e-29,0.7788348192189319
717825,0.003391024794116353,-0.0004960317460317443,0.5067010746543436,0.03897997171949996,1.4672998160962866e-25,0.7788348192189319
767495,0.0009900137741046828,0.02474323062558348,0.5620224360787791,0.5136543903264712,2.2106485598421816e-26,0.7788348192189319
767494,0.008264462809917356,0.0761554621848739,0.4866731853212857,0.051124012289603504,1.4747486550534874e-24,0.7788348192189319
717821,0.001730869862737994,0.00043767507002812067,0.5146920647185246,0.5222616297808951,1.5454299911895243e-29,0.7788348192189319
717823,0.00315840621963071,-2.917833800186731e-05,0.5272559125567824,0.031243749767267515,0.0,0.7788348192189319
717458,0.0020725497622354075,0.02148984593837533,0.6897349545552567,0.41421429667495535,2.1795237844160904e-30,0.7788348192189319
717459,0.0027041644131963224,0.025749883286647957,0.5285589925605603,0.054514533892427997,3.2633123130694854e-29,0.7788348192189319
769926,0.0018203458657144857,-0.013188608776844024,0.48760772670419184,0.06890505417923432,3.506231994904393e-30,0.7788348192189319
764858,0.001068195873390678,0.02255485527544354,0.5132578788723983,0.04375674887230063,3.592751575402732e-30,0.7788348192189319
717450,0.001956743650161602,0.021095938375350176,0.6544926173789289,0.45225670123458306,6.0791685630916886e-30,0.7788348192189319
717452,0.010403058015193301,0.04761904761904767,0.506770201704887,0.05290288849618441,0.0,0.7788348192189319
717453,0.0015236097983616892,0.03305905695611577,0.6890384772188429,0.4450283058778194,6.876217131084505e-30,0.7788348192189319
759772,0.0010666666666666663,0.09765989729225033,0.5637680414533736,0.1801329994467309,3.800477732589361e-18,0.7788348192189319
717456,0.0018647119341563792,0.024903711484593805,0.5174066192494018,0.052514147441229286,0.0,0.7788348192189319
771673,0.013587552049090512,0.06941526610644266,0.4987302630464632,0.1311308773723321,2.6911131154116535e-22,0.7788348192189319
772167,0.007133333333333335,0.011569211017740444,0.5477302248165942,0.4906598583102818,0.0,0.7788348192189319
769372,0.00035944188478253755,0.017010971055088753,0.5845247056616667,0.5064983486080794,4.3623808879169313e-29,0.7788348192189319
774204,0.005866666666666667,0.04764822595704943,0.5711050463277647,0.16289529778899248,6.389938715787685e-30,0.7788348192189319
769806,0.008274060095804905,0.036181139122315686,0.5023166830378556,0.05098827603572387,4.552138269921287e-27,0.7788348192189319
717590,0.00439064910407025,-0.011525443510737587,0.44751082601159464,0.6605491081266872,1.0487806569979601e-19,0.7788348192189319
717592,0.004314595660749507,-0.03551003734827263,0.41316767988971725,0.0810005734762188,7.21460628214659e-20,0.7788348192189319
717595,0.007999123383738767,0.029645191409897187,0.4902619161079731,0.04915265996405305,8.247570630707236e-25,0.7788348192189319
772168,0.001061130334486736,-0.0251371381886088,0.5182186092923436,0.04443141855106836,2.780529275586491e-30,0.7788348192189319
718141,0.002366112650046169,0.02526844070961709,0.4712617385609994,0.03315663531523083,2.6945048251104933e-28,0.7788348192189319
769373,0.00570097164386278,0.014939309056956174,0.4810836760193876,0.05075731255610949,0.0,0.7788348192189319
