Variable,Transition,Shifting,Seasonality,Trend,Stationarity,Correlation
channel_63,0.005460078768349445,0.011648745519713177,0.9639071006390465,0.3942966891350672,4.8197782048192024e-29,0.8066898128541841
channel_64,0.021380018287528252,-0.0463709677419355,0.8913498060010152,0.14894084163944443,1.0570139630264264e-27,0.8066898128541841
channel_65,0.0017530058465901363,0.3062836021505376,0.8497242594558834,0.4458194743109789,1.7124774950018735e-28,0.8066898128541841
channel_66,0.005813953488372093,-0.01033266129032262,0.9324524196628828,0.12835152362770852,2.2582517055463092e-30,0.8066898128541841
channel_67,0.006484986879794884,0.014168906810035908,0.9384357820588408,0.22474110692752036,0.0,0.8066898128541841
channel_68,0.005331282839933359,-0.04043458781362008,0.9375181730297929,0.2694407830021378,0.0,0.8066898128541841
channel_69,0.0018749847809676873,-0.8799283154121864,0.8458665808926773,0.5467266464427221,1.3379187146417369e-26,0.8066898128541841
channel_70,0.0073612713059079855,0.024025537634408622,0.9315082865701789,0.34803553323995007,0.0,0.8066898128541841
channel_71,0.00545065671698042,0.011648745519713177,0.9638500531957943,0.3942529877541736,6.028718152665487e-29,0.8066898128541841
channel_72,0.01201188843164152,0.010920698924731242,0.9136799538946513,0.11652006021585615,2.3945170643463125e-30,0.8066898128541841
channel_73,0.012497757272843779,-0.00946460573476704,0.9455842072607339,0.15331886563821284,2.087800186071325e-30,0.8066898128541841
channel_74,0.00545065671698042,0.011648745519713177,0.9638500531957943,0.3942529877541736,6.028718152665487e-29,0.8066898128541841
channel_75,0.00545065671698042,0.011676747311827884,0.9638488026031747,0.394514298932529,5.299601350560036e-29,0.8066898128541841
channel_76,0.00545065671698042,0.011676747311827884,0.9638488026031747,0.394514298932529,5.299601350560036e-29,0.8066898128541841
channel_77,0.0044393182109445095,0.05353942652329757,0.9219695779120194,0.3893848187467648,4.532077025015527e-26,0.8066898128541841
channel_78,0.016346634922278006,0.03853046594982068,0.9026382253833389,0.24646802086883368,6.993821885182165e-30,0.8066898128541841
channel_79,0.00047383710631664707,-0.01702508960573479,0.8380499736678609,0.2152192117216467,2.1403806434560534e-30,0.8066898128541841
channel_80,0.002984079617783845,-0.0756888440860215,0.8737342067115736,0.23644840805154832,1.0204177144490376e-27,0.8066898128541841
channel_81,0.00545065671698042,0.011648745519713177,0.9638846084396824,0.39501787910635866,5.667043190335879e-29,0.8066898128541841
channel_82,0.00545065671698042,0.011648745519713177,0.9638500531957943,0.3942529877541736,6.028718152665487e-29,0.8066898128541841
channel_83,0.0019981710105166886,0.04211469534050183,0.9067203588876388,0.23844330320666496,3.939962290759767e-29,0.8066898128541841
channel_84,0.00545065671698042,0.011648745519713177,0.9638500531957943,0.3942529877541736,6.028718152665487e-29,0.8066898128541841
channel_85,0.00545065671698042,0.011648745519713177,0.9638500531957943,0.3942529877541736,6.028718152665487e-29,0.8066898128541841
channel_86,0.0013687043444828917,0.7244623655913978,0.9399334783670331,0.616838402542239,6.404746818796304e-29,0.8066898128541841
channel_87,0.005555268015803184,0.01153673835125446,0.9163605618936395,0.1489702111039456,2.242574476051621e-29,0.8066898128541841
channel_88,0.0016898782122253945,0.15165770609319007,0.9005753713905906,0.2572343213175642,3.337507297686798e-29,0.8066898128541841
channel_89,0.005666576721004429,0.4732302867383513,0.8741166353096173,0.33500754251455445,5.152295199849548e-28,0.8066898128541841
channel_90,0.002561979193623519,0.050403225806451624,0.9290376579525118,0.35053228052485375,4.6761787720087035e-27,0.8066898128541841
channel_91,0.00545065671698042,0.011676747311827884,0.9638488026031747,0.394514298932529,5.299601350560036e-29,0.8066898128541841
channel_92,0.00545065671698042,0.011676747311827884,0.9638488026031747,0.394514298932529,5.299601350560036e-29,0.8066898128541841
channel_93,0.009378079369345158,0.02256944444444442,0.9162989784016822,0.4259635733897318,8.872415527025351e-29,0.8066898128541841
channel_94,0.00962418585948371,-0.011760752688172005,0.9518834481370467,0.3731048365541487,1.7804680238996062e-29,0.8066898128541841
channel_95,0.006967606987393295,-0.010052643369175662,0.8941929333399831,0.10624158656251825,6.84551426011673e-29,0.8066898128541841
channel_96,0.007228441705322166,-0.04569892473118281,0.9495488650685798,0.39155505547926805,4.181594147846441e-30,0.8066898128541841
channel_97,0.0019229648621875179,-0.08781362007168458,0.8989817602458808,0.15678768700989032,3.0170971498548377e-29,0.8066898128541841
channel_98,0.008947928713655672,0.10590277777777768,0.9116122437387612,0.2979372331782504,3.610639686433137e-30,0.8066898128541841
channel_99,0.0036189901747591302,-0.06804435483870963,0.919178435512978,0.26643691273777015,1.511526591940067e-29,0.8066898128541841
channel_100,0.0026595412603478627,0.041274641577060955,0.9125815265289571,0.2076212448268121,2.5767244329840637e-29,0.8066898128541841
channel_101,0.008964124079793329,0.02223342293906816,0.9351935123254419,0.29893286766799154,2.035090567429209e-29,0.8066898128541841
channel_102,0.0057346441091297076,0.11648745519713266,0.90397597418875,0.3025800528217272,4.31661310237107e-30,0.8066898128541841
channel_103,0.005295192869391524,-0.012180779569892441,0.850154185846214,0.29415297787931105,3.1084698034398264e-29,0.8066898128541841
channel_104,0.00442218551867441,-0.016129032258064502,0.8462143619302992,0.2663715084047926,7.075278895254868e-29,0.8066898128541841
channel_105,0.00442547069493964,0.08635752688172049,0.8995946526025314,0.07433777527499674,1.041499839613313e-29,0.8066898128541841
channel_106,0.004220393232738911,0.010808691756272415,0.9101516300377118,0.13543321376654371,4.21236724344355e-29,0.8066898128541841
channel_107,0.0031229454306377384,-0.10377464157706096,0.6635721515299233,0.5076888077353304,6.35445643564031e-24,0.8066898128541841
channel_108,0.006343488135327748,-0.1060147849462365,0.8115732453490682,0.5103643040507602,4.167852791445543e-25,0.8066898128541841
channel_109,0.009806484685377419,0.0024641577060930953,0.9004432930280368,0.28365890767016344,9.033975910532502e-26,0.8066898128541841
channel_110,0.005460078768349445,0.011648745519713177,0.9639071006390465,0.3942966891350672,4.8197782048192024e-29,0.8066898128541841
channel_111,0.004544901403681422,0.01988127240143367,0.8583605203507034,0.22385062982607296,1.494067669947788e-26,0.8066898128541841
channel_112,0.00208047553726566,0.019377240143369168,0.9327461293243878,0.37968522899269597,3.3548645217009026e-28,0.8066898128541841
channel_113,0.005075753850524787,-0.07627688172043012,0.9181422371848224,0.33435936182158166,0.0,0.8066898128541841
channel_114,0.006181134103735555,-0.048079077060931896,0.9172286476786278,0.4756358259880117,1.534289609636931e-28,0.8066898128541841
channel_115,0.007135717031910804,-0.01153673835125446,0.9376266811696244,0.26309949538218946,1.226599520858173e-29,0.8066898128541841
channel_116,0.00545065671698042,0.011676747311827884,0.9638488026031747,0.394514298932529,5.299601350560036e-29,0.8066898128541841
channel_117,0.004574714897232296,0.5039202508960574,0.9570815556708068,0.8869693231224738,1.5127232026395953e-26,0.8066898128541841
channel_118,0.004869921824939126,-0.7557683691756272,0.9036398011809245,0.4673325811574268,5.851296273135543e-29,0.8066898128541841
channel_119,0.005310691865134651,-0.016353046594982046,0.9421415864449666,0.1859186995627824,0.0,0.8066898128541841
channel_120,0.005163172646658691,-0.06871639784946237,0.9430584632684922,0.42126466321851597,4.2729547418838505e-29,0.8066898128541841
channel_121,0.005128549673026964,-0.07526881720430112,0.9303712453682143,0.4402871893551501,6.267036852086081e-29,0.8066898128541841
channel_122,0.00545065671698042,0.011648745519713177,0.9638846084396824,0.39501787910635866,5.667043190335879e-29,0.8066898128541841
channel_123,0.00545065671698042,0.011648745519713177,0.9638846084396824,0.39501787910635866,5.667043190335879e-29,0.8066898128541841
channel_124,0.00545065671698042,0.011648745519713177,0.9638846084396824,0.39501787910635866,5.667043190335879e-29,0.8066898128541841
channel_125,0.00545065671698042,0.011704749103942591,0.9638597746138118,0.39464508383129104,5.644596126935694e-29,0.8066898128541841
channel_126,0.0032243653244760397,0.11878360215053774,0.9538642129030694,0.5758062295760255,8.211677782175037e-30,0.8066898128541841
channel_127,0.0026991567013200323,0.4386200716845877,0.9345306000555357,0.5659247800590759,4.097597370313022e-27,0.8066898128541841
channel_128,0.009201476733944265,0.11827956989247301,0.8756990131221613,0.6046122665429798,8.190531429078752e-27,0.8066898128541841
channel_129,0.001330536293533788,0.018033154121863904,0.9189257115344934,0.30706639188310103,4.660111841374705e-28,0.8066898128541841
channel_130,0.008058439061899271,-0.042002688172043,0.9072578384497707,0.3233750196542339,7.043416763526281e-30,0.8066898128541841
channel_131,0.0036031311306644917,-0.015204973118279563,0.9371961696339767,0.15361690290307628,1.8519589684129233e-29,0.8066898128541841
channel_132,0.00545065671698042,0.011676747311827884,0.9638488026031747,0.394514298932529,5.299601350560036e-29,0.8066898128541841
channel_133,0.011776958820701813,0.5285618279569892,0.8532219007556692,0.79677459180555,1.9842062375891196e-22,0.8066898128541841
channel_134,0.0016735537190082639,-0.23179883512544808,0.8082039937371281,0.5093059258276263,5.253802895156685e-27,0.8066898128541841
channel_135,0.005643923398151314,0.08921370967741937,0.9030557442553245,0.6830382851417,1.4249984581723147e-27,0.8066898128541841
channel_136,0.005673600029861052,-0.23672715053763438,0.7687048854029721,0.5868575913848,1.620680770217066e-24,0.8066898128541841
channel_137,0.007752228531449311,-0.03853046594982079,0.8281347957890488,0.48860214053489837,5.025260630507817e-25,0.8066898128541841
channel_138,0.0016107080872529312,0.022989471326164912,0.9140109726687967,0.24120755703742214,5.0774875886967155e-30,0.8066898128541841
channel_139,0.002027175104098181,-0.1752352150537635,0.8302046568505453,0.43003420114680013,1.6284526460143254e-27,0.8066898128541841
channel_140,0.0021581515295557487,-0.040658602150537626,0.9191855660087003,0.2661843587848921,5.619552081248118e-28,0.8066898128541841
channel_141,0.00476072782053998,-0.04469086021505375,0.9012104539003813,0.39130670445633253,6.348639187961506e-30,0.8066898128541841
channel_142,0.00545065671698042,0.011648745519713177,0.9638846084396824,0.39501787910635866,5.667043190335879e-29,0.8066898128541841
channel_143,0.00545065671698042,0.011648745519713177,0.9638846084396824,0.39501787910635866,5.667043190335879e-29,0.8066898128541841
channel_144,0.008465713155068121,0.008120519713261665,0.860841369621612,0.35553625235326114,4.487031040294974e-28,0.8066898128541841
channel_145,0.004616875828997042,0.5374103942652331,0.9545460420722554,0.8904024520633088,7.433929326271945e-27,0.8066898128541841
channel_146,0.0032520325203252032,0.27654569892473124,0.9588248134008828,0.8902577159766031,1.3323125123226602e-25,0.8066898128541841
channel_147,0.004307270233196158,0.10607078853046592,0.8902049720520229,0.3746556822518414,5.391332555399734e-28,0.8066898128541841
channel_148,0.0007963793873705884,-0.05141129032258063,0.7176948595358321,0.04220431696583837,5.481597392347147e-27,0.8066898128541841
channel_149,0.005184847230916685,0.14230510752688175,0.8830815632079078,0.09190024499984517,2.1137944612485195e-30,0.8066898128541841
channel_150,0.005460078768349445,0.011564740143369168,0.9626787434128674,0.3872970473841435,3.355162321319094e-29,0.8066898128541841
channel_151,0.0035160799068350793,0.011284722222222321,0.850594790672819,0.4266494109201253,2.0910073991787767e-28,0.8066898128541841
channel_152,0.014686357750495828,0.053763440860215006,0.9429864551119304,0.5449190413297356,1.79421588159225e-28,0.8066898128541841
channel_153,0.003209797408853408,0.043430779569892386,0.9287615994247219,0.386155950727322,3.560779180080163e-29,0.8066898128541841
channel_154,0.0031614547593373198,0.3431899641577061,0.9075283254143163,0.7841021871304664,8.306363322027422e-26,0.8066898128541841
channel_155,0.007369614512471655,0.5308019713261649,0.8625763526623265,0.7984741944529918,2.8350106809715406e-21,0.8066898128541841
channel_156,0.005208333333333334,0.5437387992831542,0.616747012425179,0.4004153673592986,1.2846659511477116e-12,0.8066898128541841
channel_157,0.004131744200948354,-0.012096774193548376,0.8828400734332308,0.27941974418552906,3.2966669767423156e-28,0.8066898128541841
channel_158,0.0028257887517146767,0.04844310035842303,0.9124178926619089,0.3411788575854432,1.348618304780479e-29,0.8066898128541841
channel_159,0.003830627027084225,0.04953517025089604,0.9363848490457891,0.49304046114407074,1.4922166450488293e-28,0.8066898128541841
channel_160,0.00545065671698042,0.011648745519713177,0.9638500531957943,0.3942529877541736,6.028718152665487e-29,0.8066898128541841
channel_161,0.006192501276952303,-0.2421594982078853,0.8933122951130177,0.6035727066570054,1.508875597711908e-28,0.8066898128541841
channel_162,0.004196642685851319,0.05297939068100366,0.9013818685186605,0.2828612540234313,2.013768505112195e-29,0.8066898128541841
channel_163,0.0028106243841261305,0.08618951612903225,0.8803955353605776,0.3772996985873045,1.6159575059042694e-24,0.8066898128541841
channel_164,0.001954123748995545,-0.05331541218637992,0.8465369480367836,0.5284522850515143,3.079955003409019e-27,0.8066898128541841
channel_165,0.0008641975308641977,0.010192652329749086,0.9328629328204403,0.42481559103313626,1.2327301639673994e-29,0.8066898128541841
channel_166,0.003720762510449278,-0.14336917562724016,0.914303675756758,0.5718624484454193,9.109046913262317e-28,0.8066898128541841
channel_167,0.005453256414738846,-0.23207885304659504,0.8590258599609439,0.41521988052024983,3.326752153572879e-28,0.8066898128541841
channel_168,0.00310649750096117,0.023381496415770697,0.9346717715449413,0.43665664484175093,1.6798516565870898e-29,0.8066898128541841
channel_169,0.0016606525240669755,0.016101030465949795,0.9193887810086394,0.26290586690043527,5.169422782303807e-30,0.8066898128541841
channel_170,0.006545079422310359,0.056115591397849496,0.8874644130036325,0.1636554835368912,3.258383883149146e-26,0.8066898128541841
